44501441,32,20,8,0,0,4.499663,39,38,23,28,15,12,18,5,1,9,1,1,1,0.82,0.03,0.00
1756384,33,22,5,0,0,3.281137,24,44,11,21,34,14,12,1,2,1,1,1,3,0.83,0.04,0.00
46635092,32,19,8,1,0,4.438996,41,41,23,23,17,13,22,6,10,1,7,2,1,0.71,0.14,0.00
3312749,33,30,8,1,0,4.972434,37,50,15,31,19,13,22,1,1,6,2,1,2,0.97,0.04,0.00
3814987,33,24,4,0,0,4.901373,47,31,17,33,15,14,20,4,9,4,2,2,1,0.98,0.04,0.00
49480231,32,29,2,0,0,4.106352,40,37,24,28,16,14,20,6,2,8,2,1,1,0.89,0.03,0.00
49811157,32,29,2,1,0,4.519552,43,37,27,23,17,15,22,4,9,2,1,2,1,0.97,0.04,0.00
53906224,32,29,4,1,0,4.839229,39,38,16,34,16,12,18,5,1,1,1,2,1,0.80,0.15,0.00
55499829,32,29,9,1,0,2.116308,46,36,15,24,24,13,22,2,2,1,3,12,1,0.91,0.03,0.00
55790454,32,29,10,0,0,3.809768,38,41,13,26,30,13,12,3,1,1,1,2,1,0.86,0.03,0.00
53862096,32,22,5,1,0,4.790927,39,45,25,24,22,17,22,4,9,1,2,2,1,0.98,0.04,0.00
56675384,32,29,10,1,1,3.468103,34,42,9,29,34,12,12,1,5,2,1,3,1,0.78,0.13,0.00
4719119,33,30,8,0,0,3.986065,40,41,15,23,23,13,12,9,7,3,1,1,1,0.92,0.04,0.00
4377225,33,30,5,1,0,3.657479,37,50,15,31,19,13,22,3,5,1,1,2,1,0.96,0.04,0.00
5649103,33,30,6,0,0,4.890431,39,46,19,31,19,15,22,6,3,2,2,1,3,0.74,0.16,0.00
6039835,33,21,2,1,0,4.671342,25,26,6,20,20,11,12,5,4,2,1,2,2,0.92,0.04,0.00
56582257,32,29,7,1,0,3.607245,37,39,22,23,29,13,18,1,3,5,2,1,1,0.94,0.03,0.00
5971063,33,30,2,1,0,4.190924,40,50,12,31,23,12,18,1,1,7,2,1,2,0.74,0.14,0.00
7186280,33,30,7,0,0,4.341900,34,42,5,24,21,12,12,1,3,4,1,1,1,0.98,0.04,0.00
57748880,32,29,3,1,0,4.463666,29,35,20,19,27,14,22,2,4,1,1,5,3,0.91,0.03,0.00
57913106,32,28,7,1,0,3.674189,39,41,21,26,24,13,22,2,1,1,1,1,1,0.96,0.04,0.00
7068409,33,30,7,0,0,4.653880,37,40,16,30,26,11,18,1,1,2,1,2,1,0.93,0.04,0.00
6694571,33,30,3,1,0,4.937059,43,37,27,23,17,15,22,7,11,3,1,1,1,0.73,0.16,0.00
58775749,32,29,2,1,0,4.125783,43,39,15,30,16,12,18,2,9,1,1,3,1,0.90,0.04,0.00
60453198,32,25,3,0,0,4.963679,41,29,18,22,14,14,22,4,3,1,2,3,1,1.58,0.19,0.00
58530294,32,25,3,0,0,4.652957,40,41,8,29,24,13,12,1,11,2,3,3,1,0.86,0.04,0.00
63085119,32,27,3,1,0,3.440161,40,40,14,22,27,15,12,6,6,9,1,3,1,0.89,0.04,0.00
61826965,32,29,3,1,0,4.683840,34,42,9,29,34,12,12,2,1,2,1,1,1,0.92,0.04,0.00
7577059,33,30,5,1,0,4.682216,40,40,14,22,27,15,12,2,6,3,1,2,1,0.92,0.04,0.00
8600703,33,30,3,1,0,3.621147,43,38,21,23,19,14,18,12,1,1,2,3,1,0.89,0.03,0.00
8606684,33,30,2,1,1,3.586848,28,32,22,25,22,13,20,1,6,12,1,1,3,0.84,0.03,0.00
9772763,33,30,2,1,0,3.559791,40,37,24,28,16,14,20,5,7,1,2,1,1,0.83,0.04,0.00
9504743,33,30,4,1,0,4.832586,24,21,26,18,13,13,22,11,1,2,2,2,1,0.90,0.03,0.00
10851168,33,30,10,1,1,3.953597,33,30,11,22,34,12,12,6,5,2,1,2,1,0.90,0.04,0.00
63973859,32,29,7,1,1,3.422781,43,39,15,30,16,12,18,10,2,5,2,3,1,0.89,0.04,0.00
64415021,32,29,6,1,0,4.205162,39,38,23,28,15,12,18,2,3,6,3,1,1,0.94,0.04,0.00
65630191,32,29,3,1,0,4.435447,38,40,19,19,33,15,12,1,1,6,1,1,2,0.85,0.04,0.00
65429619,32,29,3,0,0,4.494077,27,32,20,24,25,13,18,1,2,2,1,1,2,0.90,0.04,0.00
67682502,32,27,13,1,0,2.611431,22,25,15,24,14,11,22,1,1,3,3,1,1,0.92,0.04,0.00
63775871,32,29,2,0,0,4.325937,39,36,21,33,18,15,22,5,5,2,1,1,1,0.92,0.04,0.00
63795615,32,29,3,1,0,2.787545,28,22,18,20,14,13,22,1,8,1,4,2,1,0.98,0.14,0.65
75176944,32,29,13,0,0,3.493101,29,32,30,17,29,14,22,2,2,3,2,1,2,0.72,0.15,0.00
74480355,32,29,4,1,0,4.560311,51,31,15,29,13,15,20,4,1,1,2,12,1,0.87,0.04,0.00
11935640,33,30,3,1,0,3.906373,37,39,23,26,21,15,22,4,2,5,2,2,1,0.95,0.04,0.00
12201154,33,30,5,0,0,2.942817,42,41,15,35,15,12,18,3,3,1,2,1,1,0.71,0.14,0.00
12269214,33,28,3,0,0,3.248521,47,34,7,28,20,14,12,2,2,2,3,12,1,0.75,0.14,0.00
12764422,33,30,2,0,0,4.021237,27,35,21,22,28,12,18,2,6,8,1,1,1,0.84,0.04,0.00
76348376,32,29,7,0,0,4.570689,40,41,8,29,24,13,12,7,4,3,2,5,1,0.84,0.04,0.00
66536826,32,28,6,1,0,4.948308,41,29,18,22,14,14,22,6,1,2,2,6,1,0.76,0.14,0.00
78807102,32,27,3,1,0,4.388854,38,52,13,30,25,13,22,2,1,1,2,2,1,0.71,0.16,0.00
78883889,32,24,4,0,0,4.902783,36,49,13,24,28,15,12,1,2,2,1,1,1,0.92,0.04,0.00
71608146,32,27,3,1,0,4.532937,39,46,26,25,18,15,22,1,12,1,1,1,1,0.90,0.04,0.00
82276814,32,29,3,0,0,4.684797,36,50,7,31,25,13,12,3,2,4,1,3,1,0.84,0.14,0.00
68659783,32,29,3,1,0,4.106795,41,39,20,27,22,12,18,5,1,4,1,1,1,0.72,0.14,0.00
79604131,32,23,4,1,0,4.652066,45,35,13,25,28,13,12,12,4,6,1,1,1,0.88,0.03,0.00
70441297,32,29,15,1,0,4.353576,38,33,6,22,20,12,12,10,1,1,1,2,1,0.83,0.16,0.00
70381419,32,29,15,0,0,4.909695,34,32,7,26,20,12,12,12,1,2,1,1,2,1.10,0.15,0.70
70129215,32,29,10,0,0,2.677188,36,33,11,19,26,12,12,2,3,1,3,3,1,0.83,0.04,0.00
81702870,32,29,3,0,1,4.769387,40,40,14,22,27,15,12,2,5,9,1,1,1,0.82,0.04,0.00
81863161,32,26,8,0,0,3.333243,24,33,23,22,25,10,18,2,8,8,1,1,1,0.72,0.14,0.00
14855974,33,30,6,0,0,4.720888,33,25,16,32,15,10,14,11,1,3,1,3,1,0.83,0.04,0.00
15506472,33,30,3,1,0,4.396703,38,29,15,27,13,13,20,8,2,2,1,1,1,0.92,0.04,0.00
86486534,32,29,2,0,0,4.260098,31,32,18,26,24,14,22,6,1,2,2,2,3,0.88,0.04,0.00
78235558,32,27,7,1,0,4.356571,41,41,23,23,17,13,22,1,5,1,2,1,1,0.96,0.04,0.00
15342623,33,30,5,1,0,4.518759,36,50,7,31,25,13,12,2,1,3,1,1,1,0.89,0.04,0.00
70740150,32,29,4,1,0,4.468917,24,23,14,25,12,10,18,2,2,5,1,1,1,0.82,0.14,0.00
17589532,33,30,3,1,0,4.243584,34,32,7,26,20,12,12,2,4,3,1,1,2,0.85,0.04,0.00
17345529,33,29,5,1,0,4.148921,38,33,6,22,20,12,12,2,10,2,1,4,1,1.23,0.04,0.65
18008265,33,26,5,1,0,4.454550,39,33,14,22,14,12,22,3,5,2,1,2,2,0.88,0.04,0.00
17822884,33,27,3,0,0,4.031925,31,31,24,19,27,16,22,1,2,1,1,4,1,0.86,0.04,0.00
85561989,32,29,4,1,0,3.425503,43,39,15,30,16,12,18,1,4,5,1,1,2,0.95,0.03,0.00
89467391,32,24,5,0,0,4.256613,39,33,14,22,14,12,22,5,9,1,2,1,1,0.84,0.04,0.00
91385966,32,28,5,1,0,4.962988,40,41,8,29,24,13,12,2,14,3,1,2,1,0.99,0.04,0.00
91395242,32,28,6,1,0,4.890548,36,40,16,27,23,13,12,2,1,2,1,2,1,0.86,0.04,0.00
85662352,32,25,6,1,0,4.647611,39,38,23,29,16,11,14,3,2,2,2,1,2,0.86,0.03,0.00
70858251,32,29,2,1,0,4.773986,39,48,21,26,16,12,18,3,2,2,2,2,1,0.72,0.15,0.00
87779541,32,21,9,1,1,4.998465,22,35,13,22,15,11,22,1,2,1,2,3,1,1.29,0.04,0.69
89394969,32,29,6,1,0,4.213949,39,38,23,28,15,12,18,3,1,1,1,1,1,0.73,0.16,0.00
90609043,32,29,3,0,0,4.836559,42,39,20,34,17,15,22,9,1,6,1,5,1,0.89,0.04,0.00
85301122,32,24,4,0,0,3.043555,43,37,20,29,18,15,22,4,8,6,2,2,1,0.91,0.04,0.00
86223886,32,26,3,1,0,4.343713,37,39,22,23,29,13,18,1,1,1,2,3,1,0.83,0.04,0.00
89683742,32,28,6,1,0,4.119104,36,50,14,25,24,13,12,3,5,3,2,1,1,0.89,0.04,0.00
92758993,32,29,3,0,0,3.753308,36,40,9,33,24,13,12,7,6,4,1,2,1,0.87,0.04,0.00
88249324,32,29,3,1,0,3.044801,31,36,21,21,20,14,22,8,8,5,2,1,1,0.85,0.04,0.00
27092887,33,30,3,0,0,3.654976,35,42,17,29,28,12,22,3,7,9,1,2,1,0.82,0.04,0.00
27688877,33,30,4,1,0,3.315554,37,40,24,27,17,13,22,1,2,4,1,2,1,0.77,0.15,0.00
28206273,33,26,7,0,1,4.262213,50,40,17,26,15,16,22,1,7,1,4,12,1,0.85,0.14,0.00
28479347,33,30,7,0,0,3.599432,47,31,17,33,15,14,20,16,1,1,1,1,1,0.96,0.04,0.00
28842607,33,30,5,0,0,4.609517,37,38,21,29,28,14,22,1,6,1,1,1,2,0.87,0.04,0.00
30243672,33,29,7,1,0,4.760215,41,41,16,29,18,13,22,1,5,1,1,2,1,0.95,0.04,0.00
32749797,33,25,4,1,0,3.735085,28,25,25,25,24,12,20,4,3,1,2,1,1,0.71,0.13,0.00
32616182,33,30,5,1,0,4.183489,37,40,16,30,26,11,18,2,4,1,1,1,1,0.91,0.04,0.00
33259534,33,30,5,1,0,4.352518,41,41,16,29,18,13,22,2,9,1,1,4,1,0.86,0.04,0.00
34295966,33,30,12,1,0,3.793756,34,42,9,29,34,12,12,1,2,2,1,1,4,0.88,0.04,0.00
34521068,33,30,3,1,0,3.544218,41,41,23,23,17,13,22,5,2,5,2,4,1,0.92,0.03,0.00
34853902,33,30,6,1,0,3.788578,23,37,15,26,34,11,22,2,1,2,1,5,1,0.85,0.03,0.00
36612316,33,28,4,0,0,3.891499,41,40,22,22,21,15,22,6,11,3,2,1,1,0.81,0.04,0.00
18731610,33,30,3,0,0,3.165942,48,44,13,26,15,14,22,5,4,1,2,12,1,0.91,0.04,0.00
19723600,33,26,5,0,0,4.515715,37,40,24,27,17,13,22,3,2,6,1,1,1,0.79,0.15,0.00
19878484,33,28,2,0,0,4.039176,40,41,8,29,24,13,12,1,5,4,1,1,1,0.87,0.03,0.00
22024640,33,27,5,1,0,4.448027,39,36,21,33,18,15,22,3,3,2,2,2,1,0.89,0.04,0.00
46493059,33,30,5,1,0,4.829834,43,34,9,32,22,13,12,7,4,1,1,2,1,0.87,0.04,0.00
46635092,33,19,5,1,0,4.438996,41,41,23,23,17,13,22,6,10,1,7,2,1,0.71,0.14,0.00
48832764,33,30,5,0,0,3.944000,43,39,15,30,16,12,18,12,7,2,1,1,1,0.92,0.03,0.00
26265542,33,30,3,0,0,4.365882,41,40,22,22,21,15,22,2,5,3,1,2,1,0.77,0.15,0.00
61986144,33,26,4,0,0,3.681182,42,41,15,35,15,12,18,4,3,10,3,1,1,0.72,0.14,0.00
62526030,33,30,2,0,0,4.079561,39,47,20,25,20,14,18,3,1,1,1,2,2,0.75,0.14,0.00
71608146,33,27,2,1,0,4.532937,39,46,26,25,18,15,22,1,12,1,1,1,1,0.90,0.04,0.00
72805635,33,30,4,1,0,4.754402,31,33,19,20,25,13,18,7,1,1,2,1,1,0.85,0.04,0.00
71962571,33,30,5,0,0,3.504275,40,40,14,22,27,15,12,7,6,2,1,2,1,0.71,0.14,0.00
77598763,33,30,4,0,0,4.262797,40,37,24,28,16,14,20,3,1,4,1,1,2,0.89,0.04,0.00
80525517,33,30,13,0,0,3.765521,37,50,15,31,19,13,22,1,1,1,2,3,1,0.88,0.04,0.00
81788063,33,30,9,1,0,4.775772,24,42,21,22,22,14,22,1,1,2,1,3,1,0.80,0.15,0.00
82276814,33,29,3,0,0,4.684797,36,50,7,31,25,13,12,3,2,4,1,3,1,0.84,0.14,0.00
85301122,33,24,8,0,0,3.043555,43,37,20,29,18,15,22,4,8,6,2,2,1,0.91,0.04,0.00
93676108,33,30,7,1,0,4.366399,43,38,21,23,19,14,18,2,1,2,2,1,1,0.73,0.14,0.00
93769496,33,30,2,0,0,4.566269,37,45,8,30,33,12,12,6,2,1,1,1,1,0.81,0.14,0.00
99834216,33,23,5,1,0,4.381640,46,30,21,32,16,15,22,15,1,4,1,1,1,0.93,0.04,0.00
38478607,33,30,3,0,0,3.126452,40,50,12,31,23,12,18,1,3,2,1,1,1,0.93,0.03,0.00
38585475,33,27,4,1,0,4.567106,30,30,27,21,17,14,22,3,6,1,2,2,1,0.86,0.16,0.00
37310399,33,30,4,0,0,3.142644,40,48,17,30,25,15,22,2,2,2,1,1,1,0.94,0.04,0.00
41085234,33,30,4,0,0,3.287050,38,33,6,22,20,12,12,5,5,3,1,1,1,0.77,0.15,0.00
38994379,33,30,2,1,0,3.794307,37,50,15,31,19,13,22,2,1,3,1,1,1,0.87,0.04,0.00
43584172,33,30,3,0,0,4.069842,44,44,15,30,17,13,22,6,4,3,1,2,1,0.93,0.04,0.00
38007252,33,30,3,1,0,4.207400,41,41,23,23,17,13,22,2,6,1,1,1,1,0.81,0.04,0.00
42295100,33,30,13,1,0,3.589138,38,33,6,22,20,12,12,7,2,2,1,1,1,0.74,0.16,0.00
42295100,33,30,13,1,0,3.589138,38,33,6,22,20,12,12,7,2,2,1,1,1,0.74,0.16,0.00
42764116,33,30,3,0,1,2.817765,36,40,9,33,24,13,12,1,2,13,1,2,1,0.77,0.15,0.00
44065766,33,30,6,1,0,3.867198,39,35,27,26,21,17,22,7,2,1,1,1,1,0.81,0.04,0.00
44501441,33,20,11,0,0,4.499663,39,38,23,28,15,12,18,5,1,9,1,1,1,0.82,0.03,0.00
40941701,33,30,5,0,0,3.392282,40,40,14,22,27,15,12,2,3,2,1,3,1,0.80,0.15,0.00
48661163,33,30,4,0,0,4.260947,43,36,26,22,21,17,22,2,4,1,1,1,1,0.95,0.03,0.00
53467542,33,30,13,1,0,4.829022,38,41,20,20,29,13,12,2,2,1,1,1,1,0.83,0.16,0.00
57913106,33,28,11,1,0,3.674189,39,41,21,26,24,13,22,2,1,1,1,1,1,0.96,0.04,0.00
8504202,34,31,3,0,0,2.891928,37,45,8,30,33,12,12,1,8,5,1,1,1,0.83,0.04,0.00
8795207,34,30,6,0,0,4.182443,54,31,18,24,14,16,22,11,7,2,1,12,2,0.82,0.04,0.00
52337975,33,30,8,0,0,2.975782,42,39,20,34,17,15,22,4,2,2,3,2,2,0.79,0.04,0.00
53862096,33,22,5,1,0,4.790927,39,45,25,24,22,17,22,4,9,1,2,2,1,0.98,0.04,0.00
9504743,34,30,4,1,0,4.832586,24,21,26,18,13,13,22,11,1,2,2,2,1,0.90,0.03,0.00
9853057,34,31,3,1,0,4.011540,28,23,19,14,15,12,18,5,1,2,1,1,1,0.82,0.04,0.00
54528352,33,30,3,0,0,4.855542,37,40,12,25,13,11,18,1,1,3,1,1,1,0.88,0.04,0.00
10349887,34,31,5,1,0,3.168115,26,38,32,16,21,16,22,2,14,8,1,2,1,0.83,0.04,0.00
57715565,33,30,3,0,0,3.581370,39,33,14,22,14,12,22,8,1,1,1,1,1,0.90,0.04,0.00
58753219,33,30,5,1,1,4.600055,35,32,14,23,22,10,18,2,11,2,1,1,1,0.82,0.04,0.00
58756945,33,29,5,1,0,2.704476,42,43,14,28,24,13,22,12,4,3,1,4,1,0.95,0.04,0.00
58530294,33,25,5,0,0,4.652957,40,41,8,29,24,13,12,1,11,2,3,3,1,0.86,0.04,0.00
58125896,33,30,6,1,0,4.898462,48,31,25,25,22,15,22,5,2,1,1,1,2,0.85,0.16,0.00
62936404,33,30,6,1,0,4.792049,46,32,16,33,14,12,18,21,6,1,1,2,3,0.86,0.16,0.00
63973859,33,29,7,1,1,3.422781,43,39,15,30,16,12,18,10,2,5,2,3,1,0.89,0.04,0.00
64480455,33,30,9,0,0,4.345989,37,49,21,24,22,15,22,2,1,4,3,5,1,0.93,0.04,0.00
66147766,33,30,3,1,0,3.691453,41,40,22,22,21,15,22,6,4,2,2,1,1,0.72,0.16,0.00
68538862,33,30,13,0,0,3.824613,41,41,23,23,17,13,22,3,8,1,1,1,1,0.95,0.04,0.00
69140852,33,30,15,0,0,4.107843,50,30,19,28,14,16,22,6,1,11,2,13,1,0.86,0.04,0.00
71258911,33,30,8,1,0,4.173372,32,34,7,22,30,11,12,1,4,1,1,1,1,0.75,0.16,0.00
68978631,33,30,6,1,0,3.305248,39,46,19,31,19,15,22,2,3,3,2,1,1,0.76,0.14,0.00
11764470,34,31,3,1,0,4.354651,40,40,14,22,27,15,12,5,4,1,2,1,1,0.83,0.04,0.00
12269214,34,28,4,0,0,3.248521,47,34,7,28,20,14,12,2,2,2,3,12,1,0.75,0.14,0.00
74117368,33,27,5,0,0,4.720007,27,36,19,23,30,12,22,5,2,1,1,3,1,0.89,0.04,0.00
79604131,33,23,3,1,0,4.652066,45,35,13,25,28,13,12,12,4,6,1,1,1,0.88,0.03,0.00
14493112,34,31,2,1,0,4.972085,39,37,22,28,20,13,14,4,1,4,1,3,1,0.85,0.04,0.00
67029242,33,30,3,0,0,4.928262,23,33,16,25,23,12,12,3,4,2,1,2,1,0.97,0.04,0.00
77450065,33,30,3,0,0,4.488635,28,33,29,14,20,14,22,3,2,1,3,3,1,0.87,0.04,0.00
78235558,33,27,5,1,0,4.356571,41,41,23,23,17,13,22,1,5,1,2,1,1,0.96,0.04,0.00
78515553,33,30,3,0,0,4.721719,32,34,7,22,30,11,12,1,5,2,1,1,1,0.81,0.15,0.00
81637952,33,30,3,0,0,4.714385,40,48,17,30,25,15,22,7,1,1,1,1,1,0.85,0.04,0.00
75110699,33,30,8,0,0,4.872457,21,34,15,20,37,13,12,2,1,1,1,2,1,0.90,0.04,0.00
85942698,33,30,2,1,0,4.285285,44,39,18,28,24,15,22,4,9,4,1,1,1,0.84,0.14,0.00
81863161,33,26,7,0,0,3.333243,24,33,23,22,25,10,18,2,8,8,1,1,1,0.72,0.14,0.00
76678345,33,30,4,1,0,3.813537,39,38,16,35,17,11,14,10,1,3,3,2,1,0.83,0.04,0.00
86223886,33,26,2,1,0,4.343713,37,39,22,23,29,13,18,1,1,1,2,3,1,0.83,0.04,0.00
80096114,33,23,3,0,0,3.725203,39,48,14,32,17,12,18,3,2,1,1,2,2,0.74,0.15,0.00
85662352,33,25,4,1,0,4.647611,39,38,23,29,16,11,14,3,2,2,2,1,2,0.86,0.03,0.00
89394969,33,29,6,1,0,4.213949,39,38,23,28,15,12,18,3,1,1,1,1,1,0.73,0.16,0.00
91385966,33,28,7,1,0,4.962988,40,41,8,29,24,13,12,2,14,3,1,2,1,0.99,0.04,0.00
